1228,1473,1500,2,1,0,2,0,7,5,12,121,0,12
164872,1478,1500,3,1,1,1,1,15,11,12,156,31,19
116717,1581,1731,180,8,77,84,19,913,1463,1551,12726,785,2146
116791,1524,1531,4,1,3,1,0,22,16,50,392,8,39
62236,1485,1500,1,1,1,0,0,0,4,3,14,0,0
48840,1400,1500,37,3,11,20,6,150,216,290,1434,65,286
171334,1628,1632,12,1,10,1,1,117,48,129,1094,102,281
113954,1527,1545,16,2,7,6,3,74,48,105,426,48,85
7466,1648,1689,163,2,76,68,19,1450,1242,1408,12469,490,1699
127639,1490,1500,1,1,0,1,0,0,4,0,5,0,40
80518,1485,1500,1,1,1,0,0,2,3,6,15,1,0
1678,1477,1500,3,1,1,2,0,24,23,37,237,20,20
92878,1511,1578,60,2,26,27,7,300,382,507,3540,466,596
56334,1599,1625,26,1,15,8,3,175,182,219,1745,122,439
134066,1485,1500,1,1,0,1,0,3,8,1,34,0,4
74397,1456,1500,6,1,0,4,2,17,37,29,325,3,37
160833,1538,1561,13,0,8,5,0,66,90,107,1347,166,113
122415,1512,1526,4,0,2,1,1,17,11,29,299,0,71
94349,1543,1543,8,0,5,3,0,98,41,74,995,192,329
106096,1505,1536,6,1,3,3,0,25,45,34,310,11,120
160914,1483,1500,1,1,0,1,0,1,2,1,5,2,0
153537,1500,1500,2,1,1,1,0,19,11,5,269,43,1
123526,1529,1605,110,7,43,47,20,492,673,726,7470,739,1292
40186,1474,1500,5,0,1,3,1,22,38,44,293,2,50
106119,1562,1580,16,0,9,3,4,133,73,160,929,86,322
87662,1493,1583,49,9,20,19,10,106,172,276,1936,100,455
133725,1534,1546,33,2,13,13,7,136,187,226,1998,37,210
113715,1515,1515,7,1,3,2,2,26,45,38,188,19,65
88045,1423,1562,482,6,200,223,59,2634,2907,3182,23164,223,9825
90926,1671,1707,567,2,240,259,68,2955,2914,4426,29532,450,9600
77941,1501,1567,18,3,8,9,1,95,134,156,704,69,160
574,1484,1500,1,1,0,1,0,1,7,7,67,24,6
130755,1550,1640,71,3,32,31,8,484,470,521,4838,205,996
147852,1454,1500,5,3,0,4,1,3,26,5,58,0,9
91295,1537,1550,19,1,10,5,4,106,95,99,1686,64,345
170148,1513,1521,6,1,3,2,1,41,14,32,391,54,112
137085,1451,1557,83,0,34,42,7,538,756,747,4786,112,1134
44212,1609,1609,28,0,20,5,3,127,88,281,2033,19,454
101964,1581,1581,14,0,9,4,1,91,60,134,1670,150,144
175839,1509,1509,2,0,1,0,1,10,10,23,41,4,41
80428,1371,1548,144,6,51,67,26,650,852,1166,7908,414,1435
128525,1574,1613,31,1,16,11,4,214,213,291,2303,186,419
108365,1489,1514,10,1,4,6,0,53,90,72,665,4,13
86825,1501,1500,2,1,1,1,0,7,17,19,143,4,28
59586,1483,1500,2,1,0,1,1,9,8,7,117,4,32
2671,1483,1511,6,1,1,2,3,31,17,12,105,12,6
154468,1598,1602,183,2,80,78,25,1058,1268,1515,10969,107,1254
39289,1490,1500,4,2,1,3,0,24,16,23,195,33,20
97867,1323,1500,30,18,11,16,3,182,141,185,1817,55,265
79222,1605,1658,75,1,37,32,6,508,627,802,7139,642,1567
138348,1412,1557,77,1,28,40,9,285,606,696,3168,33,649
27165,1485,1500,1,1,0,1,0,1,5,3,15,0,25
42868,1488,1545,16,0,7,7,2,121,94,108,716,33,305
143534,1488,1500,1,0,0,1,0,2,11,14,92,1,59
117287,1490,1500,1,1,0,0,1,0,0,0,0,0,0
159104,1522,1532,19,0,8,8,3,94,125,205,1339,108,107
67451,1565,1577,36,2,18,14,4,247,198,333,2354,30,582
41444,1700,1717,289,10,135,122,32,1828,2166,2485,23926,721,5060
161800,1490,1503,9,0,3,5,1,55,56,72,568,38,61
31285,1487,1511,20,2,9,9,2,139,93,129,695,23,360
17525,1199,1528,75,5,28,38,9,282,454,573,2709,220,772
96349,1611,1620,31,2,17,9,5,173,156,310,2457,141,515
85279,1297,1572,176,3,66,91,19,634,1074,1334,7659,510,1890
45780,1518,1533,7,0,3,3,1,50,29,71,620,21,28
11954,1446,1501,7,0,1,6,0,42,44,26,507,27,42
18957,1592,1632,459,6,194,214,51,2031,1899,3245,27710,931,7499
12251,1452,1592,46,3,17,22,7,185,287,317,2721,172,461
94202,1495,1500,8,0,2,3,3,23,34,60,229,9,31
27062,1568,1577,55,2,26,22,7,292,193,314,2810,56,1481
57579,1489,1500,1,1,0,0,1,0,0,0,0,0,0
77309,1490,1500,1,1,1,0,0,2,10,10,52,1,23
136147,1488,1500,1,1,0,1,0,5,6,5,45,0,0
149681,1493,1500,4,1,1,2,1,7,29,14,97,0,0
138476,1496,1510,4,0,1,2,1,23,29,33,292,27,16
5604,1511,1511,15,0,7,7,1,68,72,98,692,7,302
80416,1490,1500,1,1,0,1,0,0,4,3,6,0,1
31888,1868,1870,250,14,144,85,21,2000,1382,2137,31525,2207,3763
61475,1475,1500,2,0,0,2,0,2,17,17,116,4,6
68911,1492,1518,9,1,4,5,0,66,58,54,154,2,52
158234,1521,1521,6,0,3,2,1,14,39,29,245,10,6
108961,1472,1500,2,1,0,2,0,3,9,14,88,1,3
52776,1479,1537,17,3,5,8,4,46,98,48,438,22,129
150304,1485,1500,1,0,0,1,0,7,10,9,123,12,0
165973,1485,1500,1,1,0,1,0,19,12,8,84,12,4
137488,1510,1510,2,0,1,0,1,10,4,18,48,0,17
13108,1524,1524,2,0,2,0,0,18,10,11,221,14,226
76548,1605,1611,193,3,88,84,21,1024,922,1726,11583,441,3198
41550,1512,1541,10,0,5,4,1,43,73,69,509,32,213
176047,1501,1501,2,0,1,1,0,15,15,26,78,0,15
36821,1825,1833,225,7,120,77,28,1733,1069,2386,16192,1584,3930
132450,1503,1570,104,3,43,47,14,567,764,823,5090,255,960
39510,1516,1516,1,0,1,0,0,2,5,7,25,0,0
34252,1585,1620,45,1,22,15,8,235,196,482,2574,69,448
128900,1533,1609,27,0,12,12,3,117,144,216,1812,141,443
104261,1519,1619,48,3,22,23,3,464,364,452,4952,262,552
127817,1490,1500,1,0,0,1,0,8,11,5,16,0,9
56914,1703,1703,212,6,107,82,23,1526,1226,2225,12005,789,1383
125523,1573,1598,54,1,27,21,6,313,350,495,3496,87,519
66120,1381,1500,15,0,3,8,4,34,56,75,313,2,55
160977,1419,1500,8,1,0,6,2,44,38,61,290,14,25
168096,1499,1500,4,0,2,2,0,20,23,42,291,4,133
63283,1588,1589,16,0,12,3,1,105,50,121,817,66,611
97808,1691,1696,249,7,117,103,29,2009,1481,2098,9569,480,2619
43118,1563,1568,16,1,10,5,1,129,98,158,913,7,235
8160,1517,1517,2,1,1,0,1,12,6,10,145,45,9
166695,1484,1500,2,1,0,1,1,11,8,8,55,10,19
81374,1470,1500,3,1,0,3,0,10,19,8,133,7,22
21338,1504,1504,2,0,1,1,0,7,8,14,43,5,16
60163,1431,1591,117,1,48,54,15,397,790,765,8974,16,2051
135880,1487,1503,3,0,1,2,0,30,26,45,294,33,40
152662,1738,1745,52,0,37,9,6,426,174,652,5197,492,1053
49472,1452,1500,8,2,2,6,0,40,44,77,556,27,36
70267,1599,1604,72,1,36,29,7,475,367,537,5941,411,1918
8069,1492,1503,8,3,3,4,1,37,49,73,423,57,36
166585,1443,1500,5,1,0,5,0,23,25,34,301,8,5
85272,1499,1549,62,0,25,26,11,269,339,467,3538,135,432
25993,1664,1682,181,2,80,81,20,1129,1006,1572,13907,342,3414
153316,1517,1517,1,0,1,0,0,1,14,16,58,4,7
72910,1529,1529,10,0,6,3,1,47,46,109,233,25,67
174782,1493,1500,1,1,0,1,0,7,5,3,29,10,0
150205,1474,1500,2,1,0,2,0,2,8,9,33,1,12
147472,1501,1501,2,0,1,1,0,22,17,34,211,31,47
139327,1515,1515,5,0,3,2,0,20,41,39,226,6,52
171016,1493,1500,2,0,0,1,1,2,12,8,16,2,0
122520,1371,1500,22,2,5,14,3,77,151,115,760,43,352
159198,1670,1679,119,2,59,45,15,759,651,996,6890,509,2730
170453,1571,1571,14,0,10,2,2,224,42,87,1963,91,195
100283,1527,1535,43,1,16,20,7,175,254,295,2107,74,857
136063,1492,1500,1,0,0,1,0,3,8,7,19,2,5
76335,1417,1516,46,4,15,25,6,194,360,313,1402,57,343
139290,1485,1519,5,0,2,3,0,33,45,54,455,5,86
70780,1487,1532,34,4,13,17,4,162,247,215,1747,145,306
110391,1630,1630,29,1,19,8,2,206,145,299,2532,339,373
92419,1499,1524,9,1,4,3,2,66,50,79,517,59,68
31193,1478,1569,25,5,8,13,4,88,106,161,1363,97,276
71073,1491,1500,1,0,0,1,0,4,7,11,71,1,3
93252,1506,1525,7,0,4,2,1,73,31,44,691,302,48
71749,1478,1520,9,2,3,5,1,53,60,59,684,16,126
77949,1505,1505,44,1,16,25,3,149,329,380,1933,5,257
161392,1420,1500,10,1,0,7,3,20,83,41,185,0,30
79903,1484,1500,1,1,0,1,0,2,10,5,27,1,0
131927,1485,1500,2,1,0,1,1,8,5,4,29,8,0
14814,1469,1500,4,0,1,3,0,11,36,38,153,2,12
97574,1748,1788,270,1,131,122,17,1907,1842,2826,25378,866,4732
63116,1484,1500,2,1,0,1,1,2,3,0,48,2,0
153174,1467,1500,6,1,1,5,0,27,32,42,303,10,53
36470,1453,1500,10,0,2,7,1,54,70,85,956,37,160
93841,1406,1500,10,1,2,7,1,6,94,37,163,0,10
98160,1613,1648,43,1,23,14,6,243,186,318,3845,288,966
86837,1488,1500,1,1,1,0,0,1,8,2,19,1,6
13818,1549,1572,106,2,49,46,11,480,589,749,5788,304,1628
120317,1502,1500,2,1,1,1,0,13,14,21,173,6,1
56338,1488,1502,3,1,1,2,0,16,17,15,130,14,55
33538,1550,1550,3,0,3,0,0,17,22,58,139,5,25
87491,1496,1520,15,0,7,7,1,68,105,66,308,35,222
79917,1604,1619,86,0,42,34,10,508,554,897,7130,226,1431
176188,1487,1500,1,0,0,1,0,0,6,3,13,1,0
148360,1500,1500,1,0,0,0,1,0,0,0,0,0,0
149552,1504,1563,69,1,32,31,6,433,528,624,4695,226,463
58684,1578,1609,128,6,58,47,23,523,623,925,6948,340,1753
46128,1485,1500,1,0,0,1,0,4,4,2,37,5,0
165220,1483,1500,1,0,0,1,0,4,10,4,42,3,3
23174,1467,1500,2,1,0,2,0,19,30,18,182,9,14
120342,1509,1509,2,0,1,0,1,7,1,13,35,4,1
46639,1475,1500,29,2,11,13,5,119,128,243,1700,88,355
31478,1493,1500,1,0,0,1,0,6,8,8,66,6,4
8218,1470,1500,2,0,0,2,0,16,16,14,163,6,14
116648,1485,1500,1,1,0,1,0,2,3,2,54,24,0
169948,1503,1503,2,0,1,1,0,14,19,22,132,5,52
8884,1531,1569,55,0,26,24,5,243,293,480,2781,345,591
51271,1492,1500,1,1,0,1,0,0,0,1,5,1,0
135794,1326,1525,79,5,27,39,13,299,403,469,3663,145,1067
171160,1516,1516,3,0,1,0,2,4,6,8,76,4,95
99685,1470,1500,2,1,1,1,0,16,21,16,183,5,14
63525,1462,1500,12,1,4,8,0,78,83,107,834,28,127
127919,1486,1500,1,1,0,1,0,2,5,2,14,1,2
101125,1489,1509,4,1,1,2,1,11,9,27,112,0,58
103727,1581,1586,25,1,14,8,3,123,139,236,1106,10,182
93487,1504,1511,3,1,1,1,1,6,10,19,109,6,10
47998,1536,1536,3,0,3,0,0,26,22,28,377,45,42
157593,1507,1534,5,1,2,2,1,40,29,33,303,49,49
707,1477,1555,110,2,45,50,15,710,599,892,5966,167,1550
45702,1507,1521,13,0,5,6,2,69,74,88,518,42,74
158981,1439,1536,38,4,17,19,2,198,235,312,2055,70,784
96507,1566,1570,37,0,19,13,5,283,143,300,3435,261,588
80511,1484,1500,1,1,0,1,0,7,4,5,29,8,1
51370,1504,1521,5,1,2,2,1,39,28,33,397,51,151
107549,1483,1500,1,1,0,1,0,4,13,6,44,6,11
131015,1347,1527,59,2,22,28,9,172,264,384,2233,120,486
172632,1490,1500,1,0,0,1,0,4,7,5,38,3,20
157804,1492,1500,1,1,1,0,0,2,6,4,22,0,0
104126,1550,1574,16,1,10,4,2,106,93,119,1049,54,117
160698,1480,1500,1,1,0,1,0,2,3,2,28,1,0
168818,1483,1500,6,1,2,3,1,44,26,41,498,42,70
55263,1518,1534,19,1,8,7,4,93,95,126,671,43,128
11848,1484,1500,1,1,0,0,1,0,0,0,0,0,0
29109,1506,1526,16,2,7,8,1,60,112,116,1111,51,226
120245,1524,1531,11,0,5,4,2,52,50,71,505,25,106
112890,1478,1500,2,1,0,2,0,9,16,5,81,2,65
75047,1490,1502,22,0,9,11,2,119,121,181,1119,58,164
61728,1489,1513,7,3,2,4,1,23,34,24,539,11,142
158687,1480,1500,2,0,0,2,0,9,13,15,54,4,8
110664,1491,1500,2,1,0,1,1,0,3,2,18,3,3
9230,1469,1522,17,3,6,9,2,100,127,160,1002,102,300
104054,1586,1601,41,2,21,13,7,269,241,400,2126,63,366
54224,1486,1500,1,1,0,1,0,5,10,1,72,0,4
15041,1638,1671,312,24,139,136,37,1897,1737,2527,18530,532,3052
88262,1517,1624,161,1,77,71,13,707,865,1286,9689,1344,1997
118282,1491,1500,1,0,0,1,0,5,8,9,48,0,1
58971,1485,1501,4,1,1,3,0,13,39,28,62,1,57
53033,1425,1500,5,1,0,5,0,19,37,29,131,0,4
139922,1490,1500,1,1,0,1,0,0,1,0,12,0,0
71325,1512,1572,22,1,12,9,1,140,124,152,1453,26,134
112733,1520,1520,3,2,1,0,2,7,0,9,112,13,28
53882,1597,1618,62,2,30,23,9,373,330,635,3635,36,684
62279,1514,1522,3,1,2,1,0,22,21,18,180,12,62
131213,1597,1614,133,5,60,57,16,660,719,1004,7343,346,2608
78036,1404,1500,12,1,3,6,3,35,32,42,382,24,47
165401,1481,1500,1,1,0,1,0,1,3,0,9,0,0
20923,1570,1574,25,2,14,8,3,131,113,206,1174,8,232
98970,1483,1529,11,1,3,7,1,59,53,103,502,27,174
136574,1500,1500,1,0,0,0,1,0,0,0,0,0,0
41767,1634,1658,66,3,38,25,3,585,345,658,5640,607,1384
80278,1512,1521,4,1,2,1,1,9,15,12,130,6,79
155265,1310,1500,20,3,5,12,3,70,158,125,781,55,192
72245,1650,1651,77,1,38,27,12,642,334,552,8167,901,2556
117095,1476,1510,14,0,5,7,2,78,77,142,687,26,173
63218,1556,1568,7,1,5,2,0,50,32,55,472,102,69
125778,1495,1510,3,0,2,1,0,18,15,19,214,23,9
142144,1472,1500,2,1,0,2,0,1,7,1,30,0,11
54554,1704,1708,111,8,59,40,12,1008,699,1071,8484,690,1962
20314,1514,1514,4,1,2,1,1,14,23,40,237,19,48
56641,1486,1563,82,0,35,40,7,339,419,726,5124,389,421
29542,1425,1500,6,2,0,5,1,17,41,30,201,1,7
164198,1485,1500,1,0,0,1,0,4,11,9,50,0,0
4720,1554,1554,133,2,61,56,16,763,685,1266,6528,493,1332
16736,1491,1500,2,0,0,1,1,5,9,7,125,13,10
